customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,r_j_score,f_j_score,m_j_score,rfm_j_score,rfm_segment,rfm_j_segment,kmeans_cluster,kmeans_segment,HDBSCAN_cluster,HDBSCAN_segment
605,2.0,8,5025.639999999999,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,7,4,-1,6 noise
606,55.0,6,2488.5299999999997,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,1,7,4,4 almost lost
607,58.0,10,7137.62,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,2,2,-1,6 noise
608,85.0,8,4050.1099999999997,3,1,2,312,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
609,36.0,4,2168.73,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
610,46.0,9,3399.9100000000003,3,1,2,312,2,1,3,213,3 big spenders,2 loyal customers,0,5,4,4 almost lost
611,3.0,8,3500.44,1,1,2,112,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
612,1.0,4,2074.34,1,4,3,143,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
613,3.0,6,2098.59,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
614,18.0,9,6120.46,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,6,3,-1,6 noise
615,42.0,4,3620.88,2,4,2,242,1,3,2,132,3 big spenders,3 big spenders,0,5,4,4 almost lost
616,92.0,4,1695.9999999999998,4,4,4,444,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
617,20.0,4,2313.43,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
618,308.0,2,1202.3899999999999,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
619,65.0,7,3378.35,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,0,5,4,4 almost lost
620,103.0,8,1981.2999999999997,4,1,3,413,3,2,3,323,4 almost lost,4 almost lost,1,7,-1,6 noise
621,2.0,9,6126.81,1,1,1,111,1,1,1,111,1 best customers,1 best customers,6,3,-1,6 noise
622,266.0,3,1627.6899999999998,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
623,93.0,3,1636.8900000000003,4,4,4,444,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
624,90.0,3,3352.8900000000003,4,4,2,442,2,4,3,243,3 big spenders,5 recent customers,0,5,-1,6 noise
625,16.0,6,2326.08,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
626,54.0,9,3437.37,3,1,2,312,2,1,3,213,3 big spenders,2 loyal customers,0,5,4,4 almost lost
627,58.0,5,4597.2699999999995,3,3,1,331,2,3,2,232,3 big spenders,3 big spenders,7,4,1,2 best - high spend
628,54.0,5,1313.8600000000001,3,3,4,334,2,3,4,234,4 almost lost,5 recent customers,8,8,0,5 lost customers
629,64.0,8,2245.4300000000003,3,1,3,313,2,2,3,223,4 almost lost,2 loyal customers,1,7,4,4 almost lost
630,53.0,7,3717.21,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
631,16.0,6,1767.3899999999999,1,2,4,124,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
632,41.0,3,1726.6099999999997,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
633,1.0,7,3328.45,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
634,17.0,7,2853.1800000000003,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
635,39.0,6,1220.6100000000001,2,2,4,224,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
636,19.0,7,4418.9,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,-1,6 noise
637,7.0,13,5402.469999999999,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,6,3,-1,6 noise
638,60.0,8,3507.13,3,1,2,312,2,2,3,223,3 big spenders,2 loyal customers,0,5,4,4 almost lost
639,8.0,6,2516.35,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
640,10.0,8,4278.6,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,7,4,2,1 best - most recent
641,202.0,4,2456.51,4,4,3,443,4,3,3,433,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
642,24.0,7,2724.29,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
643,197.0,4,2308.04,4,4,3,443,4,3,3,433,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
644,157.0,3,550.0,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
645,116.0,7,5192.72,4,2,1,421,3,2,2,322,3 big spenders,3 big spenders,6,3,-1,6 noise
646,110.0,4,2533.4099999999994,4,4,3,443,3,3,3,333,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
647,42.0,9,5279.19,2,1,1,211,1,1,2,112,2 loyal customers,2 loyal customers,6,3,-1,6 noise
648,57.0,7,4222.63,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,7,4,2,1 best - most recent
649,11.0,5,263.5399999999999,1,3,4,134,1,3,4,134,5 recent customers,5 recent customers,3,9,-1,6 noise
650,50.0,6,2904.69,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,4,4 almost lost
651,18.0,3,3473.32,2,4,2,242,1,4,3,143,3 big spenders,5 recent customers,0,5,4,4 almost lost
652,5.0,9,2488.9,1,1,3,113,1,1,3,113,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
653,37.0,5,2623.84,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,4,6,4,4 almost lost
654,28.0,3,1374.9,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
655,51.0,6,5753.88,3,2,1,321,2,2,1,221,3 big spenders,2 loyal customers,6,3,-1,6 noise
656,10.0,8,3749.56,1,1,2,112,1,2,2,122,2 loyal customers,2 loyal customers,0,5,-1,6 noise
657,76.0,6,2729.0,3,2,3,323,2,2,3,223,4 almost lost,2 loyal customers,4,6,4,4 almost lost
658,97.0,5,2596.17,4,3,3,433,2,3,3,233,4 almost lost,5 recent customers,4,6,4,4 almost lost
659,146.0,3,2481.28,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
660,12.0,4,3839.45,1,4,2,142,1,3,2,132,3 big spenders,3 big spenders,0,5,3,3 good - recent
661,34.0,6,3308.0899999999997,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
662,86.0,7,3873.0,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
663,73.0,4,2132.7900000000004,3,4,3,343,2,3,3,233,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
664,84.0,4,1036.09,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,-1,6 noise
665,85.0,7,5204.200000000001,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
666,41.0,5,2459.7599999999993,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
667,19.0,5,3802.78,2,3,2,232,1,3,2,132,3 big spenders,3 big spenders,0,5,3,3 good - recent
668,6.0,7,4375.9800000000005,1,2,1,121,1,2,2,122,2 loyal customers,2 loyal customers,7,4,-1,6 noise
669,8.0,11,5513.280000000001,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,6,3,-1,6 noise
670,116.0,4,1542.17,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,8,8,-1,6 noise
671,62.0,6,5393.05,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
672,50.0,3,3633.1399999999994,3,4,2,342,2,4,2,242,3 big spenders,3 big spenders,0,5,4,4 almost lost
673,2.0,5,2058.7,1,3,3,133,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
674,115.0,6,3008.86,4,2,2,422,3,2,3,323,3 big spenders,4 almost lost,4,6,-1,6 noise
675,0.0,3,1396.6200000000003,1,4,4,144,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
676,33.0,6,2894.8500000000004,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
677,71.0,5,940.36,3,3,4,334,2,3,4,234,4 almost lost,5 recent customers,3,9,0,5 lost customers
678,94.0,3,1606.99,4,4,4,444,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
679,62.0,10,3551.24,3,1,2,312,2,1,3,213,3 big spenders,2 loyal customers,0,5,4,4 almost lost
680,14.0,4,3291.4300000000003,1,4,2,142,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
681,7.0,6,2244.1899999999996,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
682,20.0,7,5428.9400000000005,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,6,3,-1,6 noise
683,15.0,5,1478.67,1,3,4,134,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
684,42.0,8,2431.6000000000004,2,1,3,213,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
685,102.0,6,5218.2,4,2,1,421,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
686,37.0,5,2073.8100000000004,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
687,8.0,6,812.72,1,2,4,124,1,2,4,124,2 loyal customers,2 loyal customers,3,9,-1,6 noise
688,81.0,4,2967.8,3,4,2,342,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
689,12.0,3,541.3299999999999,1,4,4,144,1,4,4,144,5 recent customers,5 recent customers,3,9,-1,6 noise
690,64.0,5,2848.24,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
691,39.0,8,5678.4,2,1,1,211,1,2,1,121,2 loyal customers,2 loyal customers,6,3,-1,6 noise
692,50.0,9,5027.49,3,1,1,311,2,1,2,212,3 big spenders,2 loyal customers,7,4,1,2 best - high spend
693,10.0,5,3763.9199999999996,1,3,2,132,1,3,2,132,3 big spenders,3 big spenders,0,5,-1,6 noise
694,7.0,5,2400.83,1,3,3,133,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
695,16.0,8,4659.0,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,7,4,1,2 best - high spend
696,21.0,6,1879.14,2,2,3,223,1,2,4,124,2 loyal customers,2 loyal customers,1,7,0,5 lost customers
697,11.0,4,3996.6,1,4,2,142,1,3,2,132,3 big spenders,3 big spenders,0,5,-1,6 noise
698,76.0,3,1295.96,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
699,55.0,3,976.24,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,0,5 lost customers
700,106.0,8,4618.110000000001,4,1,1,411,3,2,2,322,3 big spenders,3 big spenders,7,4,-1,6 noise
701,32.0,6,2215.5600000000004,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
702,62.0,3,1905.88,3,4,3,343,2,4,4,244,7 lost cheap customers,5 recent customers,1,7,0,5 lost customers
703,1.0,5,4928.800000000001,1,3,1,131,1,3,2,132,3 big spenders,3 big spenders,7,4,1,2 best - high spend
704,10.0,10,4034.46,1,1,2,112,1,1,2,112,2 loyal customers,2 loyal customers,0,5,-1,6 noise
705,11.0,4,502.12,1,4,4,144,1,3,4,134,5 recent customers,5 recent customers,3,9,-1,6 noise
706,30.0,6,7109.399999999999,2,2,1,221,1,2,1,121,2 loyal customers,2 loyal customers,2,2,-1,6 noise
707,44.0,6,3368.2000000000003,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
708,175.0,3,2145.83,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
709,146.0,5,3243.2999999999993,4,3,2,432,3,3,3,333,3 big spenders,4 almost lost,4,6,-1,6 noise
710,39.0,6,5201.389999999999,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,6,3,-1,6 noise
711,83.0,4,2685.62,3,4,3,343,2,3,3,233,7 lost cheap customers,5 recent customers,4,6,4,4 almost lost
712,61.0,8,4581.46,3,1,1,311,2,2,2,222,3 big spenders,2 loyal customers,7,4,1,2 best - high spend
713,255.0,4,1891.1000000000001,4,4,3,443,4,3,4,434,7 lost cheap customers,4 almost lost,1,7,-1,6 noise
714,59.0,9,3588.6299999999997,3,1,2,312,2,1,3,213,3 big spenders,2 loyal customers,0,5,4,4 almost lost
715,158.0,3,2410.2400000000002,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
716,12.0,6,3777.5299999999997,1,2,2,122,1,2,2,122,2 loyal customers,2 loyal customers,0,5,-1,6 noise
717,14.0,6,1857.27,1,2,3,123,1,2,4,124,2 loyal customers,2 loyal customers,1,7,0,5 lost customers
718,34.0,8,2164.08,2,1,3,213,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
719,11.0,8,4227.84,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,7,4,2,1 best - most recent
720,20.0,10,7212.170000000001,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,2,2,-1,6 noise
721,4.0,7,6579.619999999999,1,2,1,121,1,2,1,121,2 loyal customers,2 loyal customers,2,2,-1,6 noise
722,87.0,5,2934.44,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,4,6,-1,6 noise
723,15.0,8,3489.96,1,1,2,112,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
724,23.0,8,5073.27,2,1,1,211,1,2,2,122,2 loyal customers,2 loyal customers,7,4,-1,6 noise
725,3.0,11,7321.499999999999,1,1,1,111,1,1,1,111,1 best customers,1 best customers,2,2,-1,6 noise
726,54.0,3,2965.7599999999998,3,4,2,342,2,4,3,243,3 big spenders,5 recent customers,4,6,4,4 almost lost
727,61.0,6,3970.03,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,3,3 good - recent
728,25.0,9,6411.759999999999,2,1,1,211,1,1,1,111,2 loyal customers,1 best customers,2,2,-1,6 noise
729,1.0,9,8953.17,1,1,1,111,1,1,1,111,1 best customers,1 best customers,5,1,-1,6 noise
730,14.0,7,3182.99,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
731,134.0,4,2654.27,4,4,3,443,3,3,3,333,7 lost cheap customers,4 almost lost,4,6,-1,6 noise
732,64.0,5,3269.12,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
733,46.0,10,8210.3,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,5,1,-1,6 noise
734,89.0,3,1140.1499999999996,4,4,4,444,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,-1,6 noise
735,87.0,4,3025.3300000000004,3,4,2,342,2,3,3,233,3 big spenders,5 recent customers,4,6,-1,6 noise
736,11.0,5,4107.889999999999,1,3,2,132,1,3,2,132,3 big spenders,3 big spenders,0,5,3,3 good - recent
737,54.0,7,4480.09,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,7,4,1,2 best - high spend
738,69.0,8,4706.860000000001,3,1,1,311,2,2,2,222,3 big spenders,2 loyal customers,7,4,1,2 best - high spend
739,1.0,10,4842.199999999999,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,7,4,-1,6 noise
740,61.0,4,2083.73,3,4,3,343,2,3,3,233,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
741,148.0,5,1091.14,4,3,4,434,3,3,4,334,4 almost lost,4 almost lost,8,8,-1,6 noise
742,10.0,6,1246.1099999999997,1,2,4,124,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
743,89.0,4,3908.8,4,4,2,442,2,3,2,232,3 big spenders,3 big spenders,0,5,-1,6 noise
744,23.0,5,1267.6799999999998,2,3,4,234,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
745,11.0,4,2066.0299999999997,1,4,3,143,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
746,43.0,6,1779.1599999999999,2,2,4,224,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
747,35.0,2,571.3799999999999,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,3,9,-1,6 noise
748,46.0,9,3516.0,3,1,2,312,2,1,3,213,3 big spenders,2 loyal customers,0,5,4,4 almost lost
749,80.0,9,1830.7199999999998,3,1,3,313,2,1,4,214,4 almost lost,2 loyal customers,1,7,0,5 lost customers
750,58.0,6,5391.71,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,6,3,-1,6 noise
751,130.0,2,96.62,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
752,20.0,8,2952.01,2,1,2,212,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
753,15.0,8,7727.17,1,1,1,111,1,2,1,121,1 best customers,2 loyal customers,2,2,-1,6 noise
754,210.0,2,93.00999999999999,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
755,95.0,3,847.22,4,4,4,444,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
756,25.0,6,2121.6099999999997,2,2,3,223,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
757,72.0,5,2946.73,3,3,2,332,2,3,3,233,3 big spenders,5 recent customers,4,6,4,4 almost lost
758,27.0,2,165.57999999999998,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,3,9,-1,6 noise
759,23.0,8,2646.67,2,1,3,213,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
760,26.0,9,4847.049999999999,2,1,1,211,1,1,2,112,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
761,145.0,5,1896.39,4,3,3,433,3,3,4,334,4 almost lost,4 almost lost,1,7,-1,6 noise
762,85.0,5,2347.98,3,3,3,333,2,3,3,233,4 almost lost,5 recent customers,1,7,-1,6 noise
763,74.0,6,3894.51,3,2,2,322,2,2,2,222,3 big spenders,2 loyal customers,0,5,-1,6 noise
764,79.0,3,1364.06,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
765,24.0,10,5070.62,2,1,1,211,1,1,2,112,2 loyal customers,2 loyal customers,7,4,-1,6 noise
766,16.0,6,2271.9300000000003,1,2,3,123,1,2,3,123,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
767,42.0,5,2438.84,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
768,5.0,9,5580.570000000001,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,6,3,-1,6 noise
769,19.0,8,5070.24,2,1,1,211,1,2,2,122,2 loyal customers,2 loyal customers,7,4,-1,6 noise
770,49.0,6,4457.48,3,2,1,321,2,2,2,222,3 big spenders,2 loyal customers,7,4,1,2 best - high spend
771,124.0,6,3155.8099999999995,4,2,2,422,3,2,3,323,3 big spenders,4 almost lost,4,6,-1,6 noise
772,2.0,6,4423.8,1,2,1,121,1,2,2,122,2 loyal customers,2 loyal customers,7,4,-1,6 noise
773,72.0,8,5907.35,3,1,1,311,2,2,1,221,3 big spenders,2 loyal customers,6,3,-1,6 noise
774,143.0,1,144.26,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
775,58.0,7,2862.330000000001,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,4,4 almost lost
776,13.0,9,2201.86,1,1,3,113,1,1,3,113,2 loyal customers,2 loyal customers,1,7,4,4 almost lost
777,27.0,6,3184.33,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
778,263.0,3,698.81,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
779,82.0,4,1186.4099999999999,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
780,88.0,3,798.6200000000001,4,4,4,444,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
781,125.0,5,2256.3100000000004,4,3,3,433,3,3,3,333,4 almost lost,4 almost lost,1,7,-1,6 noise
782,25.0,6,3627.1699999999996,2,2,2,222,1,2,2,122,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
783,96.0,5,3498.8600000000006,4,3,2,432,2,3,3,233,3 big spenders,5 recent customers,0,5,-1,6 noise
784,143.0,2,304.07,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
785,18.0,6,1813.12,2,2,3,223,1,2,4,124,2 loyal customers,2 loyal customers,8,8,0,5 lost customers
786,9.0,7,3828.7400000000002,1,2,2,122,1,2,2,122,2 loyal customers,2 loyal customers,0,5,-1,6 noise
787,75.0,10,6646.0,3,1,1,311,2,1,1,211,3 big spenders,2 loyal customers,2,2,-1,6 noise
788,39.0,5,2415.09,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
789,4.0,8,2892.7599999999998,1,1,2,112,1,2,3,123,2 loyal customers,2 loyal customers,4,6,-1,6 noise
790,14.0,8,4889.110000000001,1,1,1,111,1,2,2,122,1 best customers,2 loyal customers,7,4,1,2 best - high spend
791,123.0,6,3819.0,4,2,2,422,3,2,2,322,3 big spenders,3 big spenders,0,5,-1,6 noise
792,17.0,6,3295.6499999999996,1,2,2,122,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
793,1.0,10,4778.329999999998,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,7,4,1,2 best - high spend
794,22.0,7,4248.67,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,2,1 best - most recent
795,18.0,5,2785.9800000000005,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,4,6,4,4 almost lost
796,6.0,7,3815.9300000000003,1,2,2,122,1,2,2,122,2 loyal customers,2 loyal customers,0,5,-1,6 noise
797,21.0,4,2277.96,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
798,21.0,3,1691.8100000000002,2,4,4,244,1,4,4,144,5 recent customers,5 recent customers,8,8,0,5 lost customers
799,10.0,11,7142.200000000002,1,1,1,111,1,1,1,111,1 best customers,1 best customers,2,2,-1,6 noise
800,85.0,6,3239.48,3,2,2,322,2,2,3,223,3 big spenders,2 loyal customers,4,6,-1,6 noise
801,182.0,2,254.62999999999994,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
802,95.0,6,2893.2,4,2,2,422,2,2,3,223,3 big spenders,2 loyal customers,4,6,-1,6 noise
803,66.0,6,1746.5500000000002,3,2,4,324,2,2,4,224,4 almost lost,2 loyal customers,8,8,0,5 lost customers
804,41.0,3,3065.9,2,4,2,242,1,4,3,143,3 big spenders,5 recent customers,4,6,4,4 almost lost
805,122.0,6,2795.75,4,2,3,423,3,2,3,323,4 almost lost,4 almost lost,4,6,-1,6 noise
806,31.0,4,2189.57,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
807,80.0,4,2491.1299999999997,3,4,3,343,2,3,3,233,7 lost cheap customers,5 recent customers,1,7,-1,6 noise
808,123.0,3,2119.7200000000003,4,4,3,443,3,4,3,343,7 lost cheap customers,7 lost cheap customers,1,7,-1,6 noise
809,45.0,4,492.7399999999999,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,3,9,-1,6 noise
810,68.0,4,945.1599999999999,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,3,9,0,5 lost customers
811,174.0,3,496.6199999999999,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
812,197.0,2,566.34,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
813,50.0,5,1633.61,3,3,4,334,2,3,4,234,4 almost lost,5 recent customers,8,8,0,5 lost customers
814,48.0,3,2154.13,3,4,3,343,2,4,3,243,7 lost cheap customers,5 recent customers,1,7,4,4 almost lost
815,27.0,6,5081.300000000001,2,2,1,221,1,2,2,122,2 loyal customers,2 loyal customers,7,4,-1,6 noise
816,53.0,3,945.8499999999998,3,4,4,344,2,4,4,244,7 lost cheap customers,5 recent customers,3,9,0,5 lost customers
817,16.0,5,2328.9300000000003,1,3,3,133,1,3,3,133,5 recent customers,5 recent customers,1,7,4,4 almost lost
818,40.0,6,3028.8399999999992,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
819,43.0,5,2558.04,2,3,3,233,1,3,3,133,5 recent customers,5 recent customers,4,6,4,4 almost lost
820,3.0,9,4381.48,1,1,1,111,1,1,2,112,1 best customers,2 loyal customers,7,4,-1,6 noise
821,33.0,5,2925.75,2,3,2,232,1,3,3,133,3 big spenders,5 recent customers,4,6,4,4 almost lost
822,328.0,1,802.26,4,4,4,444,4,4,4,444,7 lost cheap customers,7 lost cheap customers,3,9,-1,6 noise
823,23.0,6,5811.3,2,2,1,221,1,2,1,121,2 loyal customers,2 loyal customers,6,3,-1,6 noise
824,9.0,4,4137.780000000001,1,4,1,141,1,3,2,132,3 big spenders,3 big spenders,0,5,-1,6 noise
825,10.0,6,1352.3500000000001,1,2,4,124,1,2,4,124,2 loyal customers,2 loyal customers,8,8,-1,6 noise
826,4.0,4,1454.6100000000004,1,4,4,144,1,3,4,134,5 recent customers,5 recent customers,8,8,0,5 lost customers
827,49.0,8,4014.42,3,1,2,312,2,2,2,222,3 big spenders,2 loyal customers,0,5,3,3 good - recent
828,79.0,5,1378.3899999999999,3,3,4,334,2,3,4,234,4 almost lost,5 recent customers,8,8,0,5 lost customers
829,12.0,6,4600.24,1,2,1,121,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
830,149.0,6,2506.27,4,2,3,423,3,2,3,323,4 almost lost,4 almost lost,1,7,-1,6 noise
831,11.0,5,1883.5900000000001,1,3,3,133,1,3,4,134,5 recent customers,5 recent customers,1,7,0,5 lost customers
832,17.0,11,8366.15,1,1,1,111,1,1,1,111,1 best customers,1 best customers,5,1,-1,6 noise
833,25.0,8,4776.1,2,1,1,211,1,2,2,122,2 loyal customers,2 loyal customers,7,4,1,2 best - high spend
834,18.0,4,722.3,2,4,4,244,1,3,4,134,5 recent customers,5 recent customers,3,9,-1,6 noise
835,7.0,8,3225.92,1,1,2,112,1,2,3,123,2 loyal customers,2 loyal customers,4,6,4,4 almost lost
836,72.0,4,1768.44,3,4,4,344,2,3,4,234,7 lost cheap customers,5 recent customers,8,8,0,5 lost customers
837,157.0,3,1335.81,4,4,4,444,3,4,4,344,7 lost cheap customers,7 lost cheap customers,8,8,-1,6 noise
838,41.0,4,1966.08,2,4,3,243,1,3,3,133,5 recent customers,5 recent customers,1,7,0,5 lost customers
839,106.0,4,826.2600000000001,4,4,4,444,3,3,4,334,7 lost cheap customers,4 almost lost,3,9,-1,6 noise
840,38.0,6,3320.09,2,2,2,222,1,2,3,123,2 loyal customers,2 loyal customers,0,5,4,4 almost lost
841,150.0,7,8330.089999999998,4,2,1,421,3,2,1,321,3 big spenders,3 big spenders,5,1,-1,6 noise
