,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,days_since_last_purchase,profit
4476,12665,21,2701,2017-02-26,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,2011-05-09,307.0,690.49
4477,12738,47,2701,2017-11-08,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2001-11-27,52.0,189.27999999999997
4478,17213,13,2701,2017-07-14,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11,169.0,574.6200000000001
4479,653,26,2700,2017-06-28,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28,185.0,1230.3000000000002
4480,14903,80,2700,2017-01-31,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27,333.0,139.2299999999999
4481,16260,98,2700,2017-10-20,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18,71.0,143.35999999999999
4482,17512,80,2700,2017-08-14,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27,138.0,139.2299999999999
4483,6646,5,2699,2017-04-05,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2003-02-09,269.0,114.93
4484,11170,7,2699,2017-10-31,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2016-07-11,60.0,745.94
4485,14172,6,2699,2017-03-18,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1991-11-09,287.0,91.15
4486,16405,5,2699,2017-04-24,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2014-03-05,250.0,114.93
4487,19830,21,2699,2017-02-25,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1999-06-25,308.0,690.49
4488,223,2,2698,2017-11-30,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07,30.0,64.92999999999995
4489,4444,87,2698,2017-11-04,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-22,56.0,1592.19
4490,5517,18,2698,2017-02-01,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12,332.0,459.46000000000015
4491,12080,0,2698,2017-09-17,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-08,104.0,90.09999999999997
4492,13259,64,2698,2017-07-02,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26,181.0,217.51
4493,13707,13,2698,2017-01-31,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-18,333.0,751.02
4494,19873,74,2698,2017-12-18,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-30,12.0,812.44
4495,2815,0,2697,2017-08-28,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-12,124.0,72.59999999999997
4496,3570,80,2697,2017-11-27,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20,33.0,872.8900000000001
4497,5197,87,2697,2017-09-21,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-22,100.0,1592.19
4498,6541,0,2697,2017-04-25,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18,249.0,143.35999999999999
4499,7590,87,2697,2017-02-15,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-22,318.0,1592.19
4500,10046,0,2697,2017-04-11,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,2016-03-31,263.0,50.66
4501,12959,6,2697,2017-03-19,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-12,286.0,299.27
4502,2148,79,2696,2017-05-10,1.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1997-01-27,234.0,737.5699999999999
4503,8782,68,2696,2017-02-09,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2002-09-02,324.0,1592.19
4504,13044,86,2696,2017-08-01,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2005-05-12,151.0,110.56
4505,19443,3,2696,2017-05-10,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17,234.0,1702.5499999999997
4506,4534,10,2695,2017-04-09,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2007-08-06,265.0,1103.43
4507,9121,13,2695,2017-12-17,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2009-03-10,13.0,574.6200000000001
4508,10377,88,2695,2017-02-07,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2013-06-11,326.0,817.36
4509,10476,10,2695,2017-12-26,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05,4.0,1103.43
4510,11338,7,2695,2017-04-21,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-30,253.0,745.94
4512,18426,63,2695,2017-06-08,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,2015-05-23,205.0,1383.6100000000001
4513,18911,57,2695,2017-04-11,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1993-07-22,263.0,1630.25
4514,18949,7,2695,2017-10-18,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2016-07-11,73.0,745.94
4515,616,9,2694,2017-07-13,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-09,170.0,75.13999999999999
4516,2133,85,2694,2017-12-01,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04,29.0,547.28
4517,2161,98,2694,2017-11-22,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18,38.0,143.35999999999999
4518,11144,58,2694,2017-08-18,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20,134.0,771.12
4519,4403,86,2693,2017-11-24,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1994-07-14,36.0,309.80999999999995
4520,6794,0,2693,2017-11-11,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2002-03-24,49.0,135.84999999999997
4521,11414,29,2693,2017-10-11,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05,80.0,834.9399999999999
4522,12536,2,2693,2017-11-04,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1992-10-04,56.0,64.92999999999995
4523,13738,79,2693,2017-09-19,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,1999-07-28,102.0,1408.91
4524,15471,0,2693,2017-12-29,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-17,1.0,17.869999999999997
4525,254,67,2692,2017-07-26,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1999-06-25,157.0,690.49
4526,4721,0,2692,2017-11-20,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1999-07-28,40.0,72.59999999999997
4527,4826,0,2692,2017-03-03,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09,302.0,91.15
4528,1893,49,2691,2017-06-17,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06,196.0,133.38
4529,3770,20,2691,2017-08-27,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-07,125.0,195.33999999999992
4530,4842,80,2691,2017-10-11,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27,80.0,139.2299999999999
4531,4916,77,2691,2017-09-02,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12,119.0,445.2099999999999
4532,8170,85,2691,2017-10-31,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04,60.0,547.28
4533,17237,40,2691,2017-05-04,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-04,240.0,583.2700000000001
4534,17969,7,2691,2017-06-15,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-30,198.0,745.94
4535,19118,30,2691,2017-06-04,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-12,209.0,299.27
4536,4522,60,2690,2017-01-03,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2012-05-20,361.0,217.51
4537,7582,15,2690,2017-09-12,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1993-10-04,109.0,209.84000000000003
4538,8662,20,2690,2017-07-15,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2016-02-06,168.0,195.33999999999992
4539,12178,82,2690,2017-01-31,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1993-04-22,333.0,459.46000000000015
4540,4181,46,2689,2017-01-21,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-13,343.0,1215.34
4541,4390,72,2689,2017-08-04,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-08,148.0,90.09999999999997
4542,8118,28,2689,2017-08-13,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-07,139.0,133.7800000000002
4543,15080,66,2689,2017-12-29,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07,1.0,64.92999999999995
4544,17070,27,2689,2017-04-25,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25,249.0,110.80999999999995
4545,903,81,2688,2017-05-10,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12,234.0,64.50999999999999
4546,7264,52,2688,2017-10-03,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27,88.0,450.77
4547,9374,43,2688,2017-07-24,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1999-12-06,159.0,502.47
4548,229,19,2687,2017-03-13,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-31,292.0,114.93
4549,3397,22,2687,2017-11-14,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2016-02-06,46.0,143.82
4550,7318,27,2687,2017-07-01,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,2011-03-18,182.0,903.11
4551,9260,1,2687,2017-06-25,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2003-09-11,188.0,1010.02
4552,10759,35,2687,2017-08-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16,149.0,448.67999999999995
4553,12274,0,2687,2017-12-13,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1991-11-12,17.0,15.080000000000005
4554,15405,32,2687,2017-01-07,1.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,2003-09-12,357.0,471.6
4555,7320,6,2686,2017-04-05,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09,269.0,91.15
4556,9084,37,2686,2017-12-01,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22,29.0,1544.6100000000001
4557,9782,23,2686,2017-06-22,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-04,191.0,75.75
4558,9953,86,2686,2017-02-01,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09,332.0,110.56
4559,10544,74,2686,2017-07-21,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24,162.0,827.1599999999999
4560,11451,20,2686,2017-10-16,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-07,75.0,195.33999999999992
4561,11468,27,2686,2017-01-01,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25,363.0,110.80999999999995
4562,14301,77,2686,2017-08-18,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12,134.0,445.2099999999999
4563,15437,24,2686,2017-12-06,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-09,24.0,957.02
4564,17853,60,2686,2017-01-19,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26,345.0,217.51
4565,18920,37,2686,2017-05-01,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-22,243.0,1544.6100000000001
4566,868,88,2685,2017-06-15,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-18,198.0,817.36
4567,7286,35,2685,2017-07-10,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14,173.0,903.11
4568,8852,84,2685,2017-10-26,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-20,65.0,75.48000000000002
4569,11840,95,2685,2017-11-16,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2003-09-12,44.0,41.129999999999995
4570,12963,99,2685,2017-04-02,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12,272.0,456.44999999999993
4571,15765,7,2685,2017-04-15,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-30,259.0,745.94
4572,907,5,2684,2017-10-16,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1991-11-09,75.0,114.93
4573,1632,73,2684,2017-11-17,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2014-10-12,43.0,1612.25
4574,3630,26,2684,2017-07-07,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28,176.0,1230.3000000000002
4575,5234,3,2684,2017-02-27,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-09-30,306.0,1702.5499999999997
4576,7968,90,2684,2017-07-26,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2000-11-05,157.0,72.59999999999997
4577,8902,80,2684,2017-11-22,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1998-12-18,38.0,139.2299999999999
4578,9525,47,2684,2017-10-26,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2009-04-14,65.0,189.27999999999997
4579,11887,26,2684,2017-10-03,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2006-11-12,88.0,1230.3000000000002
4580,19017,56,2684,2017-09-28,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1998-12-19,93.0,45.96000000000001
4581,2800,75,2683,2017-11-09,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1991-07-12,51.0,1010.02
4582,5629,84,2683,2017-12-14,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1993-04-22,16.0,75.48000000000002
4583,8469,43,2683,2017-01-03,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2006-10-03,361.0,502.47
4584,8695,12,2683,2017-03-23,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2016-07-11,282.0,1069.5500000000002
4585,15402,64,2683,2017-05-22,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-04-13,222.0,872.8900000000001
4586,17527,39,2683,2017-05-16,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1997-05-12,228.0,1230.27
4587,89,0,2682,2017-04-04,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2010-05-07,270.0,4.8
4588,369,32,2682,2017-07-29,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,2013-06-11,154.0,471.6
4589,3896,46,2682,2017-07-07,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,2010-06-09,176.0,1544.6100000000001
4590,4435,62,2682,2017-11-22,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,2013-03-14,38.0,409.8600000000001
4591,4956,0,2682,2017-06-16,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,1999-07-28,197.0,72.59999999999997
4592,7470,90,2682,2017-07-17,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,2008-03-21,166.0,437.46
4593,10710,0,2682,2017-01-26,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09,338.0,110.56
4594,14133,0,2682,2017-05-04,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,2004-01-18,240.0,41.129999999999995
4595,3019,43,2681,2017-09-13,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,2006-10-03,108.0,502.47
4596,3679,7,2681,2017-05-05,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2016-07-11,239.0,745.94
4597,10601,39,2681,2017-06-06,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1997-05-12,207.0,1230.27
4598,16631,66,2681,2017-11-10,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2002-09-02,50.0,64.92999999999995
4599,17214,2,2681,2017-08-28,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-17,124.0,17.869999999999997
4600,3343,39,2680,2017-04-29,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1993-04-14,245.0,1230.27
4601,4830,1,2680,2017-12-06,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2005-08-11,24.0,448.67999999999995
4602,5945,47,2680,2017-04-19,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2012-06-06,255.0,189.27999999999997
4603,6748,4,2680,2017-06-24,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,2011-04-18,189.0,451.6500000000001
4604,7399,5,2680,2017-10-16,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2004-08-19,75.0,114.93
4605,9910,61,2680,2017-08-21,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-05-23,131.0,14.229999999999997
4606,11205,81,2680,2017-06-27,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1993-04-22,186.0,64.50999999999999
4607,13090,65,2680,2017-12-14,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2010-08-22,16.0,1028.76
4608,17053,2,2680,2017-08-03,0.0,Cancelled,Solex,Standard,medium,medium,71.49,53.62,2012-12-04,149.0,17.869999999999997
4609,1262,0,2679,2017-10-06,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1993-06-25,85.0,179.44
4610,3645,61,2679,2017-05-17,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12,227.0,64.50999999999999
4611,5009,0,2679,2017-08-22,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-24,130.0,135.84999999999997
4612,11087,34,2679,2017-06-06,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19,207.0,1069.5500000000002
4613,14779,93,2679,2017-04-12,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-04,262.0,583.2700000000001
4614,16916,17,2679,2017-06-07,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-22,206.0,1305.25
4615,1088,68,2678,2017-07-21,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-22,162.0,1592.19
4616,1332,94,2678,2017-03-20,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11,285.0,641.64
4617,17461,84,2678,2017-03-22,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-20,283.0,75.48000000000002
4618,17788,85,2678,2017-01-31,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04,333.0,547.28
4619,18353,23,2678,2017-09-08,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-04,113.0,75.75
4620,8619,18,2677,2017-12-03,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-14,27.0,143.82
4621,9669,45,2677,2017-10-25,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,1993-04-14,66.0,356.5
4622,14291,33,2677,2017-03-24,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-13,281.0,144.26
4623,15183,11,2677,2017-02-01,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06,332.0,509.97
4624,18483,71,2677,2017-11-15,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-26,45.0,737.1700000000001
4625,491,32,2676,2017-12-10,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1994-07-14,20.0,431.33000000000004
4626,5257,14,2676,2017-12-25,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2010-05-07,5.0,152.54999999999995
4627,9228,55,2676,2017-03-25,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2015-06-19,280.0,1295.43
4628,9588,1,2676,2017-08-26,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16,126.0,448.67999999999995
4629,11760,67,2676,2017-02-08,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2015-04-13,325.0,167.20999999999998
4630,18656,1,2676,2017-09-16,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2005-08-11,105.0,448.67999999999995
4631,6870,69,2675,2017-07-12,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,2016-11-24,171.0,198.22000000000003
4632,7116,5,2675,2017-05-18,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2004-08-09,226.0,114.93
4633,14221,74,2675,2017-05-25,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1994-07-14,219.0,827.1599999999999
4634,17063,21,2675,2017-09-26,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1991-11-12,95.0,690.49
4635,19527,48,2675,2017-07-23,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2016-11-16,160.0,812.44
4636,2594,58,2674,2017-11-16,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-27,44.0,450.77
4637,4841,66,2674,2017-02-02,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11,331.0,574.6200000000001
4638,5552,79,2674,2017-01-19,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-18,345.0,1408.91
4639,9558,0,2674,2017-09-24,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-17,97.0,15.080000000000005
4640,13850,54,2674,2017-06-04,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23,209.0,1028.76
4641,10211,52,2673,2017-02-13,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1997-02-11,320.0,450.77
4642,14152,91,2673,2017-10-01,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,2003-01-07,90.0,25.08999999999999
4643,17248,59,2673,2017-08-04,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,2011-08-26,148.0,327.9799999999999
4644,17307,98,2673,2017-02-13,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18,320.0,143.35999999999999
4645,18705,20,2673,2017-02-02,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2010-05-07,331.0,195.33999999999992
4646,817,18,2672,2017-05-07,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-14,237.0,143.82
4647,2081,41,2672,2017-06-21,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-12,192.0,104.24000000000001
4648,6886,1,2672,2017-12-15,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16,15.0,448.67999999999995
4649,9351,99,2672,2017-07-01,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12,182.0,456.44999999999993
4650,10143,82,2672,2017-09-18,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12,103.0,459.46000000000015
4651,12325,15,2672,2017-05-07,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2005-12-09,237.0,209.84000000000003
4652,15156,17,2672,2017-11-26,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-11,34.0,409.8600000000001
4653,15746,16,2672,2017-08-31,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1994-09-11,121.0,182.81000000000017
4654,4180,47,2671,2017-08-05,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-03,147.0,189.27999999999997
4655,4514,57,2671,2017-03-31,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-23,274.0,1630.25
4656,5917,59,2671,2017-06-24,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-22,189.0,327.9799999999999
4657,6619,8,2671,2017-06-10,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-18,203.0,187.38999999999987
4658,16881,36,2671,2017-06-03,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1995-12-21,210.0,437.46
4659,17423,80,2671,2017-09-21,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27,100.0,139.2299999999999
4660,18496,41,2671,2017-06-15,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-12,198.0,104.24000000000001
4661,6968,80,2670,2017-07-06,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2010-11-07,177.0,872.8900000000001
4662,11433,95,2670,2017-11-02,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27,58.0,139.2299999999999
4663,15149,6,2670,2017-06-20,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,2003-03-20,193.0,299.27
4664,13552,76,2669,2017-09-20,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-12,101.0,128.45999999999992
4665,16468,11,2669,2017-11-12,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06,48.0,509.97
4666,19204,94,2669,2017-07-06,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11,177.0,641.64
4667,6557,19,2668,2017-10-29,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10,62.0,4.8
4668,7616,49,2668,2017-06-24,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06,189.0,133.38
4669,15049,74,2668,2017-10-30,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-24,61.0,827.1599999999999
4670,16169,17,2668,2017-03-17,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-11,288.0,409.8600000000001
4671,17225,67,2668,2017-03-27,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24,278.0,167.20999999999998
4672,1163,85,2667,2017-08-29,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2005-05-12,123.0,547.28
4673,1429,93,2667,2017-09-09,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2013-06-11,112.0,834.9399999999999
4674,5969,8,2667,2017-05-26,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,2004-08-19,218.0,187.38999999999987
4675,6838,49,2667,2017-06-07,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06,206.0,133.38
4676,9482,48,2667,2017-09-23,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2003-02-18,98.0,812.44
4677,27,64,2666,2017-04-11,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-20,263.0,872.8900000000001
4678,2725,67,2666,2017-02-18,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2005-10-24,315.0,167.20999999999998
